gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000187173	LCE2A	1	152698364	152699442	47.82	protein_coding
ENSG00000176731	C8orf59	8	85214076	85220421	38.73	protein_coding
ENSG00000184361	SPATA32	17	45254393	45262112	53.99	protein_coding
ENSG00000117360	PRPF3	1	150321476	150353195	44.24	protein_coding
ENSG00000268133	NA	19	57363566	57398584	45.3	protein_coding
ENSG00000011332	DPF1	19	38211006	38229714	57.15	protein_coding
ENSG00000163633	C4orf36	4	86876205	86892422	41.5	protein_coding
ENSG00000275700	AATF	17	36948875	37056871	40.51	protein_coding
ENSG00000060762	MPC1	6	166364919	166383013	38.93	protein_coding
ENSG00000163467	TSACC	1	156337314	156346995	46.44	protein_coding
ENSG00000183527	PSMG1	21	39174769	39183851	41.56	protein_coding
ENSG00000111300	"NAA25"	12	112026689	112109022	41.42	protein_coding
ENSG00000013725	CD6	11	60971680	61020377	49.93	protein_coding
ENSG00000198842	DUSP27	1	167094045	167129165	44.81	protein_coding
ENSG00000144834	TAGLN3	3	111998664	112013887	45.75	protein_coding
ENSG00000143167	GPA33	1	167052836	167166479	44.53	protein_coding
ENSG00000141750	STAC2	17	39210536	39225872	57.72	protein_coding
ENSG00000285458	NA	4	86886472	86936178	44.39	protein_coding
ENSG00000065029	ZNF76	6	35258909	35295985	48.23	protein_coding
ENSG00000196553	CCDC196	14	66411704	66498677	36.74	protein_coding
ENSG00000196468	FGF16	23	77447405	77457278	47.36	protein_coding
ENSG00000174197	MGA	15	41621224	41773081	40.41	protein_coding
ENSG00000116771	AGMAT	1	15572353	15585110	49.63	protein_coding
ENSG00000134243	SORT1	1	109309568	109397951	42.27	protein_coding
ENSG00000150347	ARID5B	10	61901300	62096944	40.32	protein_coding
ENSG00000133740	E2F5	8	85177225	85217158	39.49	protein_coding
ENSG00000106305	AIMP2	7	6009245	6023834	46.93	protein_coding
ENSG00000132677	RHBG	1	156369212	156385219	51.82	protein_coding
ENSG00000166111	SVOP	12	108907741	109021240	45.2	protein_coding
ENSG00000137845	ADAM10	15	58588807	58749978	37.38	protein_coding
ENSG00000114841	DNAH1	3	52316319	52400491	55.25	protein_coding
ENSG00000129990	SYT5	19	55171199	55180441	56.31	protein_coding
ENSG00000143190	POU2F1	1	167220829	167427345	37.96	protein_coding
ENSG00000183137	CEP57L1	6	109095110	109163932	36.59	protein_coding
ENSG00000086232	EIF2AK1	7	6022244	6059230	44.7	protein_coding
ENSG00000005981	ASB4	7	95478444	95540232	38.27	protein_coding
ENSG00000214860	EVPLL	17	18377662	18389647	57.08	protein_coding
ENSG00000187170	LCE4A	1	152708160	152709491	47.67	protein_coding
ENSG00000151292	CSNK1G3	5	123512099	123617045	34.48	protein_coding
ENSG00000122203	KIAA1191	5	176346061	176361968	47.1	protein_coding
ENSG00000128059	PPAT	4	56393362	56435615	37.44	protein_coding
ENSG00000198854	C1orf68	1	152719522	152720470	55.01	protein_coding
ENSG00000163125	RPRD2	1	150363091	150476566	41.76	protein_coding
ENSG00000137634	NXPE4	11	114570591	114595762	39.27	protein_coding
ENSG00000203786	KPRP	1	152759561	152762052	56.06	protein_coding
ENSG00000240386	LCE1F	1	152776372	152776728	67.51	protein_coding
ENSG00000133398	MED10	5	6371881	6378594	45.03	protein_coding
ENSG00000145626	UGT3A1	5	35951010	36001028	40.66	protein_coding
ENSG00000186226	LCE1E	1	152786214	152788426	48.98	protein_coding
ENSG00000157999	ANKRD61	7	6031376	6036386	46.52	protein_coding
ENSG00000004799	PDK4	7	95583499	95596491	36.07	protein_coding
ENSG00000172155	LCE1D	1	152796751	152798181	51.99	protein_coding
ENSG00000178828	RNF186	1	19814029	19815278	58.08	protein_coding
ENSG00000197084	LCE1C	1	152804835	152806628	48.72	protein_coding
ENSG00000167634	NLRP7	19	54923509	54966312	49.67	protein_coding
ENSG00000143106	PSMA5	1	109399031	109426427	40.74	protein_coding
ENSG00000213676	ATF6B	6	32115264	32128253	51.45	protein_coding
ENSG00000196734	LCE1B	1	152811971	152813109	48.64	protein_coding
ENSG00000180828	BHLHE22	8	64580367	64583628	53.59	protein_coding
ENSG00000186844	LCE1A	1	152827473	152827894	64.45	protein_coding
ENSG00000183850	ZNF730	19	23075210	23147219	41.52	protein_coding
ENSG00000235942	LCE6A	1	152842868	152843983	48.48	protein_coding
ENSG00000115350	POLE4	2	74958492	74970128	39.19	protein_coding
ENSG00000215218	UBE2QL1	5	6448623	6494909	47.32	protein_coding
ENSG00000285946	NA	1	152859996	152860985	46.46	protein_coding
ENSG00000125462	C1orf61	1	156404250	156430701	51.53	protein_coding
ENSG00000233412	OR5H15	3	98166696	98169774	34.33	protein_coding
ENSG00000156509	FBXO43	8	100133360	100145800	38.91	protein_coding
ENSG00000163206	SMCP	1	152878317	152885047	48.94	protein_coding
ENSG00000163207	IVL	1	152908545	152911886	55.86	protein_coding
ENSG00000204361	NXPE2	11	114678386	114706933	38	protein_coding
ENSG00000171711	DEFB4A	8	7894629	7896711	43.64	protein_coding
ENSG00000283227	SPRR5	1	152947154	152949258	49.41	protein_coding
ENSG00000196098	OR5K4	3	98353854	98354819	38.3	protein_coding
ENSG00000106565	TMEM176B	7	150791285	150801360	51.68	protein_coding
ENSG00000175318	GRAMD2A	15	72159807	72197785	49.41	protein_coding
ENSG00000184148	SPRR4	1	152970666	152972574	48.93	protein_coding
ENSG00000230301	OR5H6	3	98263252	98265356	35.34	protein_coding
ENSG00000135093	USP30	12	109023089	109088026	42.28	protein_coding
ENSG00000206536	OR5K3	3	98390666	98391631	37.37	protein_coding
ENSG00000169474	SPRR1A	1	152985231	152985500	61.85	protein_coding
ENSG00000173239	LIPM	10	88802730	88820546	39.37	protein_coding
ENSG00000285880	NA	8	37934340	37965953	48.92	protein_coding
ENSG00000169154	GOT1L1	8	37934281	37940129	48.93	protein_coding
ENSG00000197938	OR5H2	3	98282888	98283832	36.93	protein_coding
ENSG00000163209	SPRR3	1	153001747	153003856	43.98	protein_coding
ENSG00000008056	SYN1	23	47571898	47619943	47.81	protein_coding
ENSG00000169469	SPRR1B	1	153031202	153032900	42.67	protein_coding
ENSG00000152766	ANKRD22	10	88822132	88851818	38.05	protein_coding
ENSG00000105136	ZNF419	19	57487711	57496097	46.6	protein_coding
ENSG00000188778	ADRB3	8	37962991	37966965	59.14	protein_coding
ENSG00000163216	SPRR2D	1	153039725	153041931	44.63	protein_coding
ENSG00000215356	ZNF705B	8	7926337	7952413	38.86	protein_coding
ENSG00000183023	SLC8A1	2	40097270	40611053	37.43	protein_coding
ENSG00000241794	SPRR2A	1	153056113	153057537	44	protein_coding
ENSG00000168477	TNXB	6	32041153	32115334	54.31	protein_coding
ENSG00000022556	NLRP2	19	54953130	55001142	49.09	protein_coding
ENSG00000167670	CHAF1A	19	4402662	4445018	51.15	protein_coding
ENSG00000112655	PTK7	6	43076268	43161719	49.42	protein_coding
ENSG00000085185	BCORL1	23	129981107	130058083	49.7	protein_coding
ENSG00000185090	MANEAL	1	37793802	37801137	54.73	protein_coding
ENSG00000135148	TRAFD1	12	112125501	112153609	44.88	protein_coding
ENSG00000002933	TMEM176A	7	150800403	150805120	57.57	protein_coding
ENSG00000116604	MEF2D	1	156463727	156500828	54.23	protein_coding
ENSG00000126759	CFP	23	47623172	47630305	55.37	protein_coding
ENSG00000167671	UBXN6	19	4444999	4457822	59.86	protein_coding
ENSG00000189046	ALKBH2	12	109088188	109093631	51.05	protein_coding
ENSG00000083799	CYLD	16	50742050	50801935	36.42	protein_coding
ENSG00000172817	CYP7B1	8	64587763	64798761	37.55	protein_coding
ENSG00000174236	REP15	12	27696519	27697596	41.47	protein_coding
ENSG00000164105	SAP30	4	173369969	173377532	42.24	protein_coding
ENSG00000100429	HDAC10	22	50245183	50251405	64.5	protein_coding
ENSG00000152439	ZNF773	19	57499915	57518404	43.76	protein_coding
ENSG00000175535	PNLIP	10	116545931	116567855	39.14	protein_coding
ENSG00000078061	ARAF	23	47561100	47571920	51.23	protein_coding
ENSG00000180998	GPR137C	14	52553148	52637713	37.31	protein_coding
ENSG00000268107	NA	19	57487718	57505381	46.04	protein_coding
ENSG00000143028	SYPL2	1	109466628	109482137	49.19	protein_coding
ENSG00000076248	UNG	12	109097574	109110992	47.32	protein_coding
ENSG00000100211	CBY1	22	38656636	38673854	47.17	protein_coding
ENSG00000196449	YRDC	1	37802944	37808185	49.48	protein_coding
ENSG00000156858	PRR14	16	30650717	30656440	57.98	protein_coding
ENSG00000169914	OTUD3	1	19882513	19912945	41.28	protein_coding
ENSG00000128973	CLN6	15	68206992	68257211	47.26	protein_coding
ENSG00000197982	C1orf122	1	37806979	37809454	63.25	protein_coding
ENSG00000102265	TIMP1	23	47582313	47586789	53.67	protein_coding
ENSG00000196805	SPRR2B	1	153070224	153070840	51.38	protein_coding
ENSG00000188784	PLA2G2E	1	19920009	19923617	59.6	protein_coding
ENSG00000244094	SPRR2F	1	153112114	153113515	44.51	protein_coding
ENSG00000125686	MED1	17	39404285	39451286	45.01	protein_coding
ENSG00000164106	SCRG1	4	173384701	173406380	37.62	protein_coding
ENSG00000203785	SPRR2E	1	153093135	153106184	37.98	protein_coding
ENSG00000159516	SPRR2G	1	153149582	153150869	44.33	protein_coding
ENSG00000083099	LYRM2	6	89568144	89638753	44.37	protein_coding
ENSG00000187840	EIF4EBP1	8	38030341	38060365	49.34	protein_coding
ENSG00000203784	LELP1	1	153203443	153205120	45.83	protein_coding
ENSG00000204335	SP5	2	170715351	170718078	66.42	protein_coding
ENSG00000203783	PRR9	1	153217584	153219317	46.42	protein_coding
ENSG00000148400	NOTCH1	9	136494433	136545786	63.36	protein_coding
ENSG00000225940	C5orf67	5	56511567	56606232	42.46	protein_coding
ENSG00000109270	LAMTOR3	4	99878336	99894490	34.97	protein_coding
ENSG00000203782	LOR	1	153259700	153262122	60.26	protein_coding
ENSG00000159527	PGLYRP3	1	153297862	153310718	46.94	protein_coding
ENSG00000214534	ZNF705E	11	71814045	71821548	36.63	protein_coding
ENSG00000165733	BMS1	10	42782801	42834937	40.62	protein_coding
ENSG00000135299	ANKRD6	6	89433170	89633834	43.03	protein_coding
ENSG00000182010	RTKN2	10	62183035	62268707	35.12	protein_coding
ENSG00000158483	FAM86C1	11	71787510	71801236	52.97	protein_coding
ENSG00000163218	PGLYRP4	1	153330120	153348840	44.46	protein_coding
ENSG00000147669	POLR2K	8	100150584	100154002	37.38	protein_coding
ENSG00000108306	FBXL20	17	39252644	39402523	43.28	protein_coding
ENSG00000111321	LTBR	12	6375045	6391571	53.53	protein_coding
ENSG00000125503	PPP1R12C	19	55090913	55117559	57.6	protein_coding
ENSG00000183856	IQGAP3	1	156525405	156572604	50.86	protein_coding
ENSG00000163220	S100A9	1	153357854	153361027	52.55	protein_coding
ENSG00000061794	MRPS35	12	27710773	27756295	38.64	protein_coding
ENSG00000231852	CYP21A2	6	32038265	32041670	61.86	protein_coding
ENSG00000163221	S100A12	1	153373706	153375649	49.33	protein_coding
ENSG00000186666	BCDIN3D	12	49836039	49843129	45.14	protein_coding
ENSG00000204334	ERICH2	2	170783786	170798971	37.22	protein_coding
ENSG00000167566	NCKAP5L	12	49791146	49828750	52.89	protein_coding
ENSG00000143546	S100A8	1	153390032	153391188	54.11	protein_coding
ENSG00000143374	TARS2	1	150487364	150507609	48.52	protein_coding
ENSG00000140263	SORD	15	45023104	45077185	45.28	protein_coding
ENSG00000033800	PIAS1	15	68054179	68198603	38.09	protein_coding
ENSG00000274523	RCC1L	7	75027122	75074228	51.13	protein_coding
ENSG00000172752	COL6A5	3	130345516	130484844	38.71	protein_coding
ENSG00000095015	MAP3K1	5	56815574	56896152	38.07	protein_coding
ENSG00000129991	TNNI3	19	55151767	55157773	57.72	protein_coding
ENSG00000124449	IRGC	19	43716010	43720021	58.3	protein_coding
ENSG00000198821	CD247	1	167430640	167518610	47.24	protein_coding
ENSG00000235272	RAMACL	6	166585604	166587594	43.29	protein_coding
ENSG00000111319	SCNN1A	12	6346843	6377730	51.15	protein_coding
ENSG00000071242	RPS6KA2	6	166409364	166906451	46.48	protein_coding
ENSG00000176040	TMPRSS7	3	112034843	112081269	39.94	protein_coding
ENSG00000180011	ZADH2	18	75195108	75209348	46.75	protein_coding
ENSG00000188554	NBR1	17	43170481	43211689	44.16	protein_coding
ENSG00000204248	COL11A2	6	33162681	33192499	56.6	protein_coding
ENSG00000267110	NA	19	55154757	55160671	62.4	protein_coding
ENSG00000173064	HECTD4	12	112160188	112382439	43.29	protein_coding
ENSG00000155827	RNF20	9	101533851	101563344	38.17	protein_coding
ENSG00000115353	TACR1	2	75046463	75199700	40.31	protein_coding
ENSG00000203795	FAM24A	10	122910701	122913111	44.96	protein_coding
ENSG00000143162	CREG1	1	167529117	167553805	44.5	protein_coding
ENSG00000090975	PITPNM2	12	122983480	123150015	51.35	protein_coding
ENSG00000260007	NA	15	68184032	68229718	50.05	protein_coding
ENSG00000167207	NOD2	16	50693588	50734041	48.07	protein_coding
ENSG00000034677	RNF19A	8	100257060	100336218	38.61	protein_coding
ENSG00000175048	ZDHHC14	6	157381133	157678146	45.59	protein_coding
ENSG00000129007	CALML4	15	68190705	68206110	50.69	protein_coding
ENSG00000285551	NA	10	62520448	62672011	40.98	protein_coding
ENSG00000132780	"NASP"	1	45583846	45618904	42.9	protein_coding
ENSG00000198771	RCSD1	1	167630093	167706249	46.77	protein_coding
ENSG00000095574	IKZF5	10	122990806	123008817	38.33	protein_coding
ENSG00000165078	CPA6	8	67422038	67746385	40.07	protein_coding
ENSG00000138311	ZNF365	10	62374192	62670301	40.24	protein_coding
ENSG00000138109	CYP2C9	10	94938658	94989391	37.78	protein_coding
ENSG00000179988	PSTK	10	122954381	122997513	40.38	protein_coding
ENSG00000187833	C2orf78	2	73784189	73817147	42.94	protein_coding
ENSG00000104450	SPAG1	8	100157906	100259278	40.18	protein_coding
ENSG00000100216	TOMM22	22	38681948	38685421	48.7	protein_coding
ENSG00000187862	TTC24	1	156579727	156586770	55.15	protein_coding
ENSG00000170522	ELOVL6	4	110045846	110199199	39.87	protein_coding
ENSG00000197965	MPZL1	1	167721192	167791919	41.24	protein_coding
ENSG00000197838	CYP2A13	19	41088472	41096195	53.15	protein_coding
ENSG00000152127	MGAT5	2	134119983	134454621	42.88	protein_coding
ENSG00000179981	TSHZ1	18	75210755	75289950	44.58	protein_coding
ENSG00000184330	S100A7A	1	153416524	153423225	48.08	protein_coding
ENSG00000119965	C10orf88	10	122930903	122954403	36.24	protein_coding
ENSG00000188257	PLA2G2A	1	19975431	19980416	52.09	protein_coding
ENSG00000163382	"NAXE"	1	156591762	156594299	56.38	protein_coding
ENSG00000127337	YEATS4	12	69359703	69390796	39.36	protein_coding
ENSG00000197364	S100A7L2	1	153437058	153439949	50.83	protein_coding
ENSG00000151376	ME3	11	86441108	86672636	42.88	protein_coding
ENSG00000143556	S100A7	1	153457744	153460701	51.15	protein_coding
ENSG00000154545	MAGED4	23	52184823	52192268	60.02	protein_coding
ENSG00000012048	BRCA1	17	43044295	43170245	44.09	protein_coding
ENSG00000102595	UGGT2	13	95801580	96053482	37.01	protein_coding
ENSG00000188130	MAPK12	22	50245450	50261825	64.68	protein_coding
ENSG00000115363	EVA1A	2	75469302	75569722	41.76	protein_coding
ENSG00000225327	USP17L3	8	7976393	7977985	51.91	protein_coding
ENSG00000118257	NRP2	2	205681990	205798133	45.88	protein_coding
ENSG00000197956	S100A6	1	153534599	153536244	58.51	protein_coding
ENSG00000023892	DEF6	6	35297852	35321771	48.45	protein_coding
ENSG00000237038	USP17L8	8	7971661	7973253	51.16	protein_coding
ENSG00000135074	ADAM19	5	157395534	157575775	44.66	protein_coding
ENSG00000088205	DDX18	2	117814650	117832379	39.26	protein_coding
ENSG00000160818	GPATCH4	1	156594487	156601496	48.64	protein_coding
ENSG00000168539	CHRM1	11	62908679	62921807	53.85	protein_coding
ENSG00000196420	S100A5	1	153537147	153541765	52.52	protein_coding
ENSG00000026297	RNASET2	6	166929504	166957191	48.7	protein_coding
ENSG00000136147	PHF11	13	49495610	49528987	41.72	protein_coding
ENSG00000155542	SETD9	5	56909260	56925532	38.6	protein_coding
ENSG00000257743	MGAM2	7	142111749	142222324	38.53	protein_coding
ENSG00000102034	ELF4	23	130064874	130110716	51.76	protein_coding
ENSG00000196154	S100A4	1	153543613	153550136	56.3	protein_coding
ENSG00000146066	HIGD2A	5	176388747	176389771	57.37	protein_coding
ENSG00000182512	GLRX5	14	95533503	95544724	45.13	protein_coding
ENSG00000175416	CLTB	5	176392455	176416569	53.09	protein_coding
ENSG00000070388	FGF22	19	639879	644371	67.93	protein_coding
ENSG00000143199	ADCY10	1	167809388	167914215	41.76	protein_coding
ENSG00000143774	GUK1	1	228139962	228148984	61.76	protein_coding
ENSG00000103490	PYCARD	16	31201485	31203450	61.9	protein_coding
ENSG00000188015	S100A3	1	153547329	153549372	58.02	protein_coding
ENSG00000155545	MIER3	5	56919602	56971675	38.91	protein_coding
ENSG00000141012	GALNS	16	88813734	88856970	60.17	protein_coding
ENSG00000215695	RSC1A1	1	15659869	15661722	42.83	protein_coding
ENSG00000048162	NOP16	5	176383938	176388975	49.33	protein_coding
ENSG00000197312	DDI2	1	15617500	15669044	42.4	protein_coding
ENSG00000163482	STK36	2	218672026	218702716	46.05	protein_coding
ENSG00000196754	S100A2	1	153561108	153567890	53.99	protein_coding
ENSG00000164109	MAD2L1	4	120055608	120067074	38.16	protein_coding
ENSG00000172548	NIPAL4	5	157460019	157474717	47.87	protein_coding
ENSG00000174428	GTF2IRD2B	7	75092573	75149817	46.64	protein_coding
ENSG00000120694	HSPH1	13	31134974	31162388	36.82	protein_coding
ENSG00000130340	SNX9	6	157700387	157945077	42.45	protein_coding
ENSG00000188643	S100A16	1	153606886	153613145	57.24	protein_coding
ENSG00000168916	ZNF608	5	124636913	124748807	40.42	protein_coding
ENSG00000285868	NA	5	157341596	157460100	42.82	protein_coding
ENSG00000175414	ARL10	5	176365468	176401865	50.75	protein_coding
ENSG00000172568	FNDC9	5	157341600	157345721	45.39	protein_coding
ENSG00000137692	DCUN1D5	11	103062076	103092215	36.06	protein_coding
ENSG00000100221	JOSD1	22	38685543	38701556	47.81	protein_coding
ENSG00000197446	CYP2F1	19	41114432	41128366	51.52	protein_coding
ENSG00000055163	CYFIP2	5	157266079	157395595	44.29	protein_coding
ENSG00000167515	TRAPPC2L	16	88856220	88862686	58.39	protein_coding
ENSG00000249141	NA	6	166858094	166956124	45.36	protein_coding
ENSG00000198585	NUDT16	3	131381671	131388830	48.83	protein_coding
ENSG00000067225	PKM	15	72199029	72231822	48.38	protein_coding
ENSG00000114850	SSR3	3	156540140	156555184	38.72	protein_coding
ENSG00000051825	MPHOSPH9	12	123152320	123244014	42.99	protein_coding
ENSG00000177238	TRIM72	16	31214021	31231537	54.9	protein_coding
ENSG00000206026	SMIM21	18	75409476	75427703	41.68	protein_coding
ENSG00000166225	FRS2	12	69470349	69579789	37.91	protein_coding
ENSG00000169900	PYDC1	16	31215962	31217359	61.23	protein_coding
ENSG00000063854	HAGH	16	1795620	1827194	53.33	protein_coding
ENSG00000167600	CYP2S1	19	41193049	41207539	53.37	protein_coding
ENSG00000089009	RPL6	12	112405190	112418838	45.67	protein_coding
ENSG00000163481	RNF25	2	218663864	218672411	49.77	protein_coding
ENSG00000113194	FAF2	5	176447628	176510074	42.96	protein_coding
ENSG00000187109	"NAP1L1"	12	76036587	76085033	37.2	protein_coding
ENSG00000165185	KIAA1958	9	112486847	112669397	38.95	protein_coding
ENSG00000221829	FANCG	9	35073835	35080016	53.25	protein_coding
ENSG00000143164	DCAF6	1	167935783	168075843	35.91	protein_coding
ENSG00000135473	PAN2	12	56316223	56334053	47.67	protein_coding
ENSG00000147852	VLDLR	9	2621834	2660053	41.97	protein_coding
ENSG00000076555	ACACB	12	109116595	109268226	46.78	protein_coding
ENSG00000155893	PXYLP1	3	141228726	141367753	44.59	protein_coding
ENSG00000127472	PLA2G5	1	20028179	20091190	44.61	protein_coding
ENSG00000152128	TMEM163	2	134455759	134719000	43.72	protein_coding
ENSG00000119471	HSDL2	9	112379937	112472410	40.81	protein_coding
ENSG00000167601	AXL	19	41219203	41261766	50.86	protein_coding
ENSG00000111328	CDK2AP1	12	123260971	123272334	58.95	protein_coding
ENSG00000174796	THAP6	4	75513946	75550473	40.52	protein_coding
ENSG00000037474	NSUN2	5	6599239	6633291	43.29	protein_coding
ENSG00000112033	PPARD	6	35342558	35428191	49.53	protein_coding
ENSG00000179295	PTPN11	12	112418351	112509913	43.16	protein_coding
ENSG00000130921	C12orf65	12	123232916	123257959	47.41	protein_coding
ENSG00000091157	WDR7	18	56651343	57036606	36.37	protein_coding
